"Comunidad Autónoma","Universidad","Curso","Sexo","Forma de admisión","Rama de enseñanza","Nota media","Ámbito de estudio","Zona de nacionalidad","Número de estudiantes"
"Andalucía","Sevilla","2022-2023","Hombres","PAU","Ciencias Sociales y Jurídicas","10.11","Economía","España","82"
